Date;Time:;Location:;AC        Type:;Operator:;Route:;cn / ln:;Flight #:;Is_military;Military country;Aboard_all;Aboard_passengers;Fatalities_all;Fatalities_passengers;Ground:;Registration:;Summary:
19.12.1953;18:55:00;Zurich, Switzerland;Convair CV-240;Sabena;Brussels - Zurich;128;;No;;44;41;1;1;0;OO-AWO;Descended below the glide path in poor weather and darkness and crashed 1.5 miles short of the runway. Poor approach procedures performed by the pilot.
01.09.1982;;Near Valladolid, Ecuador;de Havilland Canada DHC-4A Caribou;Aerolineas Condor;Zumba - Loja;249;;No;;44;41;44;41;0;HC-BHZ;Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.
07.05.1964;06:49:00;San Ramon, California;Fairchild F-27A;Pacific Air Lines;Stockton - San Fransisco;0036;773;No;;44;41;44;41;0;N2770R;"The aircraft went into a steep dive and crashed 26 miles from it destinatiion of San Francisco Internatiional Airport. The last message which had to be obtained through laboratory analysis was ""Skipper's shot.  We've been shot.  I was trying to help.""  Francisco Gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. Gonzales, 27, a former member of the Philippine yachting team at the 1960 Olympics, had purchased life insurance policies totaling $105,000 prior to the flight."
23.07.1973;16:43:00;St. Louis, Missouri;Fairchild-Hiller FH-227B;Ozark Air Lines;Marion, IL - St. Louis;513;809;No;;44;41;38;37;0;N4215;The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.
30.09.1980;;Badakshan, Afghanistan;Antonov AN-12V;Military - Soviet Air Force;;1347710;;Yes; Soviet Air Force;45;?;45;?;0;CCCP-11104;Shot down by Afghan guerrilla forces as it prepared to land.
21.02.1922;;Near Norfolk, Virginia;Dirigible Roma (airship);Military - U.S. Army Air Service;;;;Yes; U.S. Army Air Service;45;?;34;?;0;;Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
19.03.1998;14:00:00;Near Charasyab, Afghanistan;Boeing B-727-228;Ariana Afghan Airlines;Dubai - Kandahar - Kabul;22288/1712;;No;;45;32;45;32;0;YA-FAZ;The plane was descending for a landing at Kabul on visual when it struck 3,000 ft. Sharhi Baranta Mountain, 300 feet below the summit in dense fog and rain.
04.06.1976;00:47:00;Agana, Guam;Lockheed 188A Electra;Air Manila;Wake Island - Guam - Manila;1007;702;No;;45;33;45;33;1;RP-C1061;The No. 3 engine failed during the takeoff roll as the plane left Agana Naval Air Station. The aircraft began to rise but struck terrain and exploded in flames. The loss of climb capability after the crew retracted the flaps at too low an altitude to clear the rising terrain. The flaps were retracted after the No. 3 propeller feathered as the aircraft lifted off the runway. A driver in an automobile struck by the aircraft was killed.
12.07.1949;05:50:00;Near Bombay, India;Lockheed L-749-79-33 Constellation;KLM Royal Dutch Airlines;Delhi - Bombay;2558;;No;;45;34;45;34;0;PH-TDF;While circling in a blinding monsoon rainstorm, the aircraft crashed into 674 ft. high Ghatkopar hill, 3 miles ENE of the airport. Crew error. Pilots decision to land in weather below prescribed minimums in an area he was not familiar with.
01.06.1976;07:48:00;Nacias Nguema, Equatorial Guinea;Tupolev TU-154A;Aeroflot;Luanda - Malabo - N’Djamena - Tripoli - Moscow;102;SU-418;No;;45;35;45;35;0;CCCP-85102;After takeoff from Malabo the aircraft collided with Mount San Carlos. Cause unknown. Possible failure of radar equipment.
13.01.1969;19:21:00;Off Los Angeles, California;McDonnell Douglas DC-8-62;Scandinavian Airlines (SAS);Copenhagen - Los Angeles - Seattle;45822/272;933;No;;45;36;15;12;0;LN-MOO;"The aircraft was on approach to 07R when it crashed into Santa Monica Bay 6 miles short of the runway. The fuselage  broke into 3 pieces one of which floated for 20 hours. SAS did not authorize a back course approach to LAX.  A VOR approach was conducted without notifying the controlling authority. The crew was preoccupied with a landing gear light problem. Lack of crew coordination and inadequate monitoring of aircraft position which resulted in an unplanned descent into the water. The aircraft was named ""Sverre Viking."""
22.05.1962;21:21:00;Near Unionville, Missouri;Boeing B-707-124;Continental Airlines;Chicago - Kansas City, MO;17611/49;11;No;;45;37;45;37;0;N70775;While en route from Chicago to Kansas City the airliner fell from FL 390 and crashed 6 miles north-northwest of Unionville, Missouri after an explosion aboard caused separation of the tail section. Detonation of a dynamite bomb in the right rear lavatory in the towel bin under the wash basin. This is the first case of sabotage on a commercial jet airliner. The bomb was believed to have been carried aboard by a passenger in a suicide-for-insurance plot. It was alleged Thomas Doty, recently arrested for armed robery, and insured for $300,00 put together the dynamite bomb and placed it in the lavatory.
04.04.1987;14:40:00;Medan-Polonia, Indonesia;McDonnell Douglas DC-9-32;Garuda Indonesia Airlines;Banda Aceh - Medan;47741/836;035;No;;45;37;27;23;0;PK-GNQ;The aircraft crashed on approach during heavy rain after hitting an antenna. Windshear.
07.09.2011;15:50:00;Yaroslavl, Russia;Yakovlev 42D;YAK Service;Yaroslavl - Minsk;4520424305017;9633;No;;45;37;44;37;0;RA-42434;"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the
Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward
  pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds."
24.05.1988;12:55:00;New Orleans, Louisiana;Boeing B-737-3T0;TACA;Belize City, Belize - New Orleans, LA;23838;;No;;45;38;0;0;0;N75356;The aircraft encountered heavy rain and hail which resulted in flame-out of both engines. Attempts to restart engines were unsuccessful. The aircraft landed safely in a grassy field between a drainage ditch and levee with no power. Water ingestion due to heavy rain from a level 4 thunderstorm caused failure of both engines. A contributing cause of the incident was the inadequate design of the engines and the FAA water ingestion certification standards which did not reflect the waterfall rates that can be expected in moderate or higher intensity thunderstorms.
24.06.1956;17:25:00;Kano, Nigeria;Canadair C-4 Argonaut;British Overseas Airways;Lagos - Kano - Tripoli - London;151;;No;;45;38;32;29;0;G-ALHE;Loss of height and airspeed caused by the aircraft encountering an unpredictable thunderstorm cell which gave rise to a sudden reversal of wind direction, heavy rain, and possible downdraft conditions.
02.06.1958;22:06:00;Near Guadalajara, Mexico;Lockheed 749A Constellation;Aeronaves de Mexico;Guadalajara - Mexico City;2665;;No;;45;38;45;38;0;XA-MEV;The plane crashed into La Latilla mountain 13 km west of Guadalajara. The aircraft did not climb out in accordance with approved procedures.
02.10.1948;10:30:00;Near Trondheim, Norway;Short Sandringham 6 (flying boat);Norwegian Airlines;Fornebu - Hommelvik;SH-52C;;No;;45;38;19;16;0;LN-IWA;Crashed in Hommelvika Bay  while attempting to land in crosswinds and high seas.
09.05.2012;15:30:00;Near Cidahu, Indonesia;Sukhoi Superjet 100-95;Sukhoi;Demonstration flight;95004;36801;No;;45;39;45;39;0;RA-97004;The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.
01.04.1970;04:07:00;Novosibirsk, Russia;Antonov AN-24V;Aeroflot;Krasnoyarsk - Novosibirs;79901204;1661;No;;45;40;45;40;0;CCCP-47751;The aircraft crashed after colliding with a radiosonde weather balloon and disintegrated in the air.
15.01.1963;16:12:00;Sao Paulo, Brazil;Convair CV-240-0;Cruzeiro;Rio de Janeiro - São Paulo;006;403;No;;45;40;6;5;7;PP-CEV;The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain. Control was lost while attempting a go around manoeuvre due top the failure of the left engine.
13.10.1972;15:30:00;Near San Fernando, Chile;Fairchild-Hiller FH-227D/LCD;Uruguayan Air Force - TAMU;Mendoza - Santiago;572;;No;;45;40;29;24;0;T-571;"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie ""Alive"" is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft."
04.08.1979;;Near Panvel, India;Hindustan Aeronautics 748 2-224;Indian Airlines;Pune-Bombay;515;;No;;45;40;45;40;0;VT-DXJ;Crashed into the Kiroli Hills while on approach to Bombay at night. Momentary/intermittent loss of electrical contact in the G/S system of aircraft which gave the pilot an erroneous impression of the interception of the glide slope.
05.03.1991;16:15:00;La Puerta, Venezuela;McDonnell Douglas DC-9-32;Linea Aeropostal Venezolana;Maracaibo - Santa Barbara de Zulia;47720/846;108;No;;45;40;45;40;0;YV-23C;The aircraft crashed into the Las Torres plateau in the Andes mountains on a flight from Maracaibo to Santa Barbara de Zulia. The mountain was shrouded in clouds. Controlled flight into terrain. The point of impact was considerably off course.
28.03.1964;22:39:00;Mt. Vesuvius, Italy;Vickers Viscount 785D;Alitalia;Rome - Napoli;328;045;No;;45;40;45;40;0;I-LAKE;The plane crashed during  final approach. Failure to discontinue visual approach in the absence of minimum visibility conditions required for the type of maneuvers involved. Abnormally wide initiation of down wind leg which brought the aircraft along an unsafe path in relation to the terrain in the area.
13.02.2013;18:09:00;Donetsk, Ukraine;Antonov AN-24RV;South Airlines;Odessa - Donetsk;37308709;8971;No;;45;41;5;5;0;UR-WRA;While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during the landing approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.
27.12.1968;20:22:00;Chicago, Illinois;Convair CV-580;North Central Airlines;Minneapolis - Chicago - Milwaukee;369;458;No;;45;41;27;24;1;N2045;The aircraft crashed during an instrument approach after a go-around, nearly inverted, into a hangar. Spacial disorientation of the crew precipitated by refraction of the landing or approach lights during transition from flying IFR to visual reference to the ground.
10.07.2006;12:05:00;Multan, Pakistan;Fokker F-27 Friendship 200;Pakistan International Airlines;Multan - Lahore;10243;688;No;;45;41;45;41;0;AP-BAL;The plane lost an engine during take off, struck power lines and crashed into a wheat field bursting into flames. Possible engine fire.
21.06.1987;;Heho, Burma;Fokker F-27 Friendship 200;Burma Airways;Heho - Mong Hsat;10357;;No;;45;41;45;41;0;XY-ADP;Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho.
27.01.1998;11:45:00;Yangon (Rangoon), Myanmar;Fokker F-27 Friendship 600;Myanmar Airways;Thandwe - Sittwe;10576;403;No;;45;41;16;15;0;XY-AES;The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.
23.12.1979;;Ankara, Turkey;Fokker F-28 Fellowship 1000;Turkish Airlines (THY);Ankara - Samsun;11071;;No;;45;41;41;38;0;TC-JAT;"Crashed into Cubuk Hill in fog, two minutes away from landing at the airport.  The crew had deviated from the localizer course while on an ILS approach in poor weather conditions.The aircraft was named ""Trabzon."""
16.04.1969;08:20:00;Kinshasa, Zaire;Curtiss C-46;Wigmo;Kinshasa - Kananga - Mbuji-Mayi;26710;;No;;45;42;45;42;0;9T-PLJ;The plane developed landing gear trouble while attempting to land at Luluaburg. The pilot chose to return to Kinshasa. He was circling to use up fuel when the accident occurred. The plane crashed into the Congo River. Leased to the Congolese Air Force. Possible fuel exhaustion,.
08.12.1959;16:57:00;Off Cartagena, Colombia;Curtiss C-46A;Sociedad Aeronautica Medellin;San Andres Island - Cartagena;26941;;No;;45;42;45;42;0;HK-515;Disappeared en route. Right landing gear found on Moron Island.  Cause undetermined.
23.12.1972;16:34:00;Skaugum, Norway;Fokker F-28 Fellowship 1000;Braathens;Alesund - Oslo;11011;;No;;45;42;40;37;0;LN-SUY;Hit high ground while on approach to Fornebu Airport in Oslo. The aircraft descended well below the MDA and was off course by 2,5° at the time of the accident.Pilot error.
10.09.1952;;San Blas, Panama;Curtiss C-46;SAM Colombia;;;;No;;46;?;46;?;0;;
24.08.2004;22:59:00;Near Rostov-on-Don, Russia;Tupolev 154B-2;Sibir Airlines;Moscow - Sochi;82A-556;1047;No;;46;38;46;38;0;RA-85556;The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.
06.01.1968;18:27:00;Near Olekminsk, Russia;Antonov AN-24B;Aeroflot;"Olekminsk - 	Lensk";69901001;1668;No;;46;39;45;39;0;CCCP-47733;Entered an uncontrolled descent and crashed 92 km from Olekminsk. The cause of the accident could not be determined.
21.01.1960;;Montego Bay, Jamacia;Lockheed 1049E Super Constellation;Avianca;Miami - Montigo Bay;4556;671;No;;46;39;37;35;0;HK-177;A heavy landing led to structural failure and a fire. The adoption of a final approach path resulting in a heavy landing during which a major structural failure occurred in the port wing. Crew fatigue. Lack of proper training.
18.06.1987;10:00:00;Near Montelillo, Peru;Antonov An-26;Military - Peruvian Air Force;Lima - Saposa;5805;;Yes; Peruvian Air Force;46;40;46;40;0;FAP-392;Crashed into a gorge near the Jerache River  while en route on a domestic flight in adverse weather conditions.
17.12.1963;23:41:00;Los Angeles, California;Douglas DC-6B;Western Airlines;;45536;;No;;46;40;0;0;0;N93131;The  No 1. and No2. Engine propellers touched the runway after an attempted go-around during landing.  A safe landing was made at Lockheed Air Terminal in Burbank.  Failure of the pilot to maintain a positive rate of climb and the premature retraction of the landing gear during a go-around in the fog.
18.07.1952;00:00:00;Whiting Field, near Milton, Florida;Fairchild packet (C119 flying boxcar);Military - Navy;Corpus Christi - Norfork;;;Yes; Navy;46;40;41;37;0;;The Marine cargo plane, carrying ROTC students taking part in summer training crashed while taking off after a refueling stop.
17.07.1953;23:15:00;Near Milton, Florida;Fairchild R4Q-2;Military - U.S. Navy;Whitting NAS - Norfolk NB;10830;;Yes; U.S. Navy;46;40;44;39;0;131663;The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area. The pilot suffered from spatial disorientation immediately after liftoff.
28.03.1985;09:50:00;Near Florencia, Colombia;Fokker F-28 Fellowship 3000;Satena;Bogota - San Vicente del Caguán - Florencia;11165;;No;;46;40;46;40;0;FAC-1140;The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.
10.02.2004;11:40:00;Sharjah, United Arab Emirates;Fokker F-50;Kish Airlines;Kish Island - Sharjah;20273;1770;No;;46;40;43;37;0;EP-LCA;The aircraft crashed on approach, 2 miles short of the runway while attempting an emergency landing at Sharjah. The plane crashed midway between two residential compounds. The flight data recorder showed that the two engines went into reverse 10 seconds before the accident.
14.11.1990;19:11:00;Stadelberg, Switzerland;McDonnell Douglas DC-9-32;Alitalia;Milano - Zürich;47641/746;404;No;;46;40;46;40;0;I-ATJA;The aircraft continued to descend after intercepting the glide slope and hit high ground 6 miles from the airport. False indication of VHF NAV on unit No.1 in the aircraft. Possible misread altimeter by the pilot-in-command. Lack of GPWS warning in the cockpit. Crew was not aware of the possibility of incorrect indications in the NAV equipment in use. Non-compliance with basic procedural instructions during the approach. ATC  did not observe the leaving of the cleared altitude of 4,000 ft.
23.03.1990;;Santiago de Cuba;Antonov An-26;Cubana de Aviacion;Santiago de Cuba-La Havane;07406;;No;;46;41;4;4;0;CU-T1436;During takeoff, close to V1 the takeoff was aborted. The aircraft overran the runway and crashed.
29.11.1949;05:49:00;Dallas, Texas;Douglas DC-6;American Airlines;New York City - Mexico City;42895/58;157;No;;46;41;28;26;0;N90728;During a pull-up for a go-around, after attemping a landing approach with the No. 1 engine feathered,  the No. 4 engine lost power then came on with a surge. The flight engineer feathered the No. 4 engine without instructions from the captain. The aircraft stalled, then collided with wires and a building.  Crew's improper handling of the aircraft after an engine failed.
14.02.1953;17:10:00;Off Mobile, Alabama;Douglas DC-6;National Airlines;Miami - Orlando - New Orleans;43057/73;470;No;;46;41;46;41;0;N90893;"The aircraft crashed into the Gulf of Mexico off Mobile, Alabama. The aircraft broke up in the turbulence of a ""frontal wave"" storm after failure of  the left wing. The loss of control followed by the in-flight failure and separation of portions of the airframe structure while the aircraft was traversing an intense frontal-wave type storm of extremely severe turbulence, the severity and location of which the pilot had not been fully informed."
02.06.1983;19:20:00;Cincinnati International Airport, Covington/Hebron, Kentucky;McDonnell Douglas DC-9-32;Air Canada;Dallas-Fort Worth - Toronto;47196/278;797;No;;46;41;23;23;0;C-FTLU;The plane was on a flight from Houston to Toronto with an intermediate stop at Dallas - Fort Worth.  An in-flight fire in the rear lavatory, of unknown origin, forced the plane to make an emergency landing at Cincinnati International Airport. Fatalities occurred from smoke inhalation and a flash fire that erupted when exit doors were opened. Underestimation of the fire severity and conflicting fire progress reports to the captain delayed a quicker emergency landing. Canadian folk singer Stan Rogers, 33,  killed. He was going home after attending the Kerrville Folk Festival in Texas. He died in the fire while helping other passengers to safety.
11.09.1982;12:50:00;Near Mannheim, West Germany;Boeing Vertol CH-47C (helicopter);Military - U.S. Army;;;;Yes; U.S. Army;46;42;46;42;0;74-22292;Crashed helicopter experiencing catastrophic mechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.
28.01.1966;17:50:00;Bremen, Germany;Convair CV-440-0;Lufthansa;Frankfurt - Bremen;464;005;No;;46;42;46;42;0;D-ACAT;Crashed on approach in heavy fog. The aircraft stalled while making a turn at low altitude. Instrument malfunction.
19.03.1960;11:10:00;Cordoba, Colombia;Curtiss C-46;SAMSA;San Andres - Medellin;2927/384;901;No;;46;42;25;22;0;HK-516;Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower.
14.04.1992;;Nairobi, Kenya;de Havilland DHC-5 Buffalo;Military - Kenyan Air Force;Nairobi - Laikipia;125;;Yes; Kenyan Air Force;46;42;46;42;6;218;The left engine failed while taking off from Eastleigh Air Base. The pilot attempted to return but poor visibility caused him to overshoot the runway. He tried to realign himself but stalled and crashed to the ground.
25.01.1966;10:15:00;Near Binh Khe, South Vietnam;Fairchild C-123B;Military - U.S. Air Force;;20151;;Yes; U.S. Air Force;46;42;46;42;0;54-0702;Struck trees inverted, 10 minutes after taking off from An Khe airfield. Evidence was found of a fire in the No. 2 engine.
09.12.1982;13:27:00;La Serena, Chile;Fairchild F-27J;Aeronor Chile;Santiago - La Serena;0063;304;No;;46;42;46;42;0;CC-CJE;While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.
09.01.2003;08:43:00;Near Chachapoyas, Peru;Fokker 28 Fellowship 1000;TANS Airlines;Chiclayo - Chachapoyas;11100;222;No;;46;42;46;42;0;OB-1396;The aircraft crashed into 11,500 ft. Coloque mountain at an altitude of 7,550 ft., about 30 minutes after leaving Chiclayo and three minutes from landing at Chachapoyas. Controlled flight into terrain. Crew did not follow standard procedures. Lack of communication between the crew.
21.02.2008;17:00:00;Merida, Venezuela;ATR-42-300;Santa Barbara Airlines;Merida - Caracas;028;518;No;;46;43;46;43;0;YV-1449;"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from
Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location."
13.06.1972;;Near an Loc, South Vietnam;Boeing Vertol CH-47 (helicopter);Military - Vietnamese Air Force;;;;Yes; Vietnamese Air Force;47;?;47;?;0;;Shot down by enemy fire, 60 miles north of Saigon, shortly after taking off.
22.02.1980;;Near Agra, India;Fairchild C-119G;Military - Indian Air Force;;;;Yes; Indian Air Force;47;?;46;?;1;;A bicyclist riding on the runway led the pilot to initiate a premature liftoff resulting in a stall. The plane was carrying paratroopers.
28.01.1992;16:20:00;Near Stepanakert, Azerbaijan;Mil Mi-8 (helicopter);Military - Azerbaijan Air Force;Agdam - Shusha;;;Yes; Azerbaijan Air Force;47;?;47;?;0;;Exploded and crashed after being hit by a surface-to-air missile. Highest death toll in a commercial helicopter crash in aviation history.
28.09.2018;10:10:00;Chuuk, Micronesia;Boeing 737-8BK;Air Niugini;Pohnpei - Chuuk;33024/1688;;No;;47;35;1;1;0;P2-PXE;The aircraft was approaching for a landing at Chuuk/Weno Airport in rain when it landed in a lagoon 500 feet short of the runway. A passenger was found in the plane 3 days after the accident. The flight crew did not comply with Air Niugini Standard Operating Procedures Manual (SOPM) and the approach and pre-landing checklists. The flight crew heard, but disregarded, aural alerts (Glideslope and Sink Rate).
22.03.1952;10:45:00;Frankfurt, Germany;Douglas DC-6;KLM Royal Dutch Airlines;Rome - Frankfort;43111/102;;No;;47;37;45;36;0;PH-TPJ;"Crashed and burst into flames two miles short of the runway in rain and fog during the approach. Cause unknown. The aircraft was named ""Koningin Juliana."""
21.02.1970;13:34:00;Zurich, Switzerland;Convair CV-990-30A-6;Swissair;Zurich - Tel Aviv;301015;330;No;;47;38;47;38;0;HB-ICD;About 9 minutes after taking off, the crew reported trouble with the aircraft's cabin pressure and radioed they were returning to the airport. The crew reported they suspected an explosion in the aft cargo hold. While returning to the airport the crew lost navigational instruments and electrical power. The cockpit filled with smoke and the plane crashed into a forest. Detonation of an explosive device in the rear section of the passenger cabin shortly after takeoff. A bomb with an altimeter trigger was believed to have been placed in a package mailed to an Israeli address by Palestinian extremists.
06.06.1983;12:40:00;Off Quemoy, Taiwan;Fairchild C-199G;Military - Republic of China Air Force;Kinmen-Taipei;;;Yes; Republic of China Air Force;47;39;47;39;0;;The domestic flight crashed into the Formosa Strait after the right engine caught fire shortly after taking off.
18.01.1971;15:49:00;Zurich, Switzerland;Ilyushin IL-18;Balkan Bulgarian Airlines;Paris - Zurich - Sofia;186009002;LZ130;No;;47;39;45;38;0;LZ-BED;The crew decided while on the ground at Paris not to stop at Zurich but later, while in flight, changed their minds when they received reports of improving weather. The plane crashed during the approach to Zurich after drifting to the right and below the glide path. The left wing tip and landing gear struck the ground first.The crew neglected several published procedures which led the aircraft to pass below the minimum descent altitude and the approach path.
06.06.1992;21:00:00;Tucuti, Panama;Boeing B-737-204;COPA (Panama);Panama City, Panama - Cali, Colombia;22059/631;201;No;;47;40;47;40;0;HP-1205;Twenty minutes after leaving Panama, the aircraft changed course to miss an area of thunderstorms. It then went into uncontrolled high speed dive and broke up at FL 100. Intermittent failure of one gyro caused non-synchronization of attitude indicators. Crew responded by selecting one gyro for both artificial horizons, but selected the wrong one. The selector control operated the opposite way from the one they had trained on. Failure to cross-check against standby indicator. Pilot came out of a left bank and continued into a right bank that eventually rolled the aircraft and caused it to go into a steep dive from which recovery was not possible.
22.09.1955;00:23:00;Idris, Libya;Canadair C-4 Argonaut;British Overseas Airways;Rome - Tripoli;158;;No;;47;40;15;13;0;G-ALHL;Crash landed in a sandstorm on the fourth landing attempt.  The plane came in too low, struck a line of trees and crashed 1,200 yards short of the runway.  Pilot error.  In an error in judgement, the captain who allowed his desire to keep the runway lights in view failed to make adequate reference to his flight instruments.
05.08.1994;08:50:00;Near Boda, Russia;Antonov AN-12;Military - Russian Air Force;Dzhida - Boda;;;Yes; Russian Air Force;47;41;47;41;0;;Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.
24.12.1968;20:12:00;Bradford, Pennsylvania;Convair CV-580;Allegheny Airlines;Detroit - Erie - Bradford - Washington D.C.;410;736;No;;47;41;20;17;0;N5802;The aircraft crashed into trees in the snow, 2.5 miles short of the runway, during an instrument approach. Continuation of the descent below minimum descent altitude into obstructing terrain while both pilots were looking outside to establish visual reference to the ground. Improper IFR operation. Misread or failed to read instruments.
20.03.1965;13:13:00;Khanty, Russia;Antonov AN-24;Aeroflot;Tyumen - Khanty;47301301;CCCP-46764;No;;47;42;43;42;0;CCCP-46764;While attempting to land the plane  undershot the runway, hit a snowdrift, broke up and caught fire.
12.09.1969;;Near Antipolo, Philippines;BAC One-Eleven 402AP;Philippine Air Lines;Mactan - Manilla;092;158;No;;47;42;45;41;0;PI-C1131;Landed short and crashed into a tree during it's approach. Possible faulty altimiter. The weather was clear.
23.06.1963;12:00:00;Near Augustdorf, West Germany;Fairchild C-119;Military - Royal Belgian Air Force;Brussels - Gütersloh;246;;Yes; Royal Belgian Air Force;47;42;38;33;0;CP-45;The aircraft was accidentally hit in the wing by a phosphorus mortar shell fired by a British Army unit setting the aircraft on fire. Nine paratroopers were able to jump to safety before the plane crashed.
22.02.1991;;Cazombo, Angola;Antonov An-26;Fuerza Area Angolaise;Luena-Cazombo;;;No;;47;43;47;43;0;;Shot down by surface-to-air missile launced by UNITA rebels.
03.03.1978;;Off Caracas, Venezuela;British Aerospace 748 2A;LAV - Linea Aeropostal Venezolana;Caracas - Cumana;1744;;No;;47;43;47;43;0;YV-45C;The aircraft crashed into the ocean shortly after takeoff due to problems with the artificial horizon. The pilot radioed he was having an instrument failure. The plane the banked to the left and crashed into the sea.
25.01.1971;11:45:00;Merida, Venezuela;Vickers Viscount 749;Linea Aeropostal Venezolana;Mérida - Caracas;94;;No;;47;43;13;12;0;YV-C-AMV;Crash landed onto Cruces de Daji mountain in the Andes eight minutes after taking off off from Merida.
01.08.1990;11:10:00;Stepanakert, Azerbaijan, USSR;Yakovlev YAK-40;Aeroflot;Yerevan - Zvartnots;9431036;;No;;47;43;47;43;0;CCCP-87453;The aircraft crashed into a cloud covered mountain at 2,520m, 22km from its destination.  Premature descent.
29.08.2001;10:15:00;Near Malaga, Spain;CASA  CN-235-200;Binter Mediterráneo;Melilla - Málaga;C033;8261;No;;47;44;4;3;0;EC-FBC;The aircraft crash-landed on a highway near Ruiz Picasso Airport in Málaga. While on final approach, the pilot reported failure of the plane's left engine forcing the crew to make an emergency landing.  The plane crashed 1,300 ft. short of the runway. The pilot later died of his injuries.
31.07.1979;16:01:00;Off Sumburgh, Shetlands, Scotland;Hawker Siddeley HS-748-1;Dan Air Services;;1542;;No;;47;44;17;15;0;G-BEKF;Crashed into the sea after overrunning the runway while taking off. Locked condition of the elevators which prevented the rotation of the aircraft into a flying attitude. Gust lock became re-engaged during pre- flight check.
